Name,Jersey #,Team,Opponent,didWin,Date,MIN,OREB,DREB,REB,AST,STL,BLK,TO,PF,FGM,FGA,3PM,3PA,FTM,FTA,PTS,FantasyPts,isWCC
Breauna Ware,#3,Wisconsin Badgers,San Diego Toreros,1,12/10/25,10,1,0,1,3,1,0,1,1,0,3,0,0,0,0,0,10,False
Shay Bollin,#22,Wisconsin Badgers,San Diego Toreros,1,12/10/25,18,2,2,4,1,1,0,1,2,3,5,1,3,4,4,11,21,False
Gift Uchenna Okeke,#15,Wisconsin Badgers,San Diego Toreros,1,12/10/25,17,1,5,6,0,1,0,0,2,3,6,0,0,4,4,10,21,False
Alie Bisballe,#2,Wisconsin Badgers,San Diego Toreros,1,12/10/25,9,1,2,3,1,1,0,1,1,1,1,0,0,0,0,2,12,False
Nikki Kerstein,#0,Wisconsin Badgers,San Diego Toreros,1,12/10/25,12,0,0,0,0,1,0,0,1,0,4,0,2,0,0,0,-1,False
Reese Jaramillo,#14,Wisconsin Badgers,San Diego Toreros,1,12/10/25,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,-1,False
Jovana Spasovski,#11,Wisconsin Badgers,San Diego Toreros,1,12/10/25,12,2,0,2,0,0,0,0,0,1,4,0,2,1,2,3,1,False
Alba Martin Mesa,#9,Wisconsin Badgers,San Diego Toreros,1,12/10/25,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,False
Leena Patibandla,#5,Wisconsin Badgers,San Diego Toreros,1,12/10/25,4,1,0,1,0,0,0,0,0,2,2,0,0,2,3,6,9,False
Laci Steele,#24,Wisconsin Badgers,San Diego Toreros,1,12/10/25,17,0,2,2,1,0,0,0,1,2,5,0,2,1,2,5,7,False
Lily Krahn,#4,Wisconsin Badgers,San Diego Toreros,1,12/10/25,19,0,0,0,1,0,0,0,3,1,5,1,5,0,0,3,1,False
Destiny Howell,#1,Wisconsin Badgers,San Diego Toreros,1,12/10/25,24,2,3,5,1,1,0,1,2,6,10,2,5,0,0,14,26,False
Kourtney Grossman,#22,Eastern Washington Eagles,Washington State Cougars,1,12/10/25,37,3,15,18,1,1,0,3,1,1,6,0,1,0,0,2,17,False
Jaecy Eggers,#10,Eastern Washington Eagles,Washington State Cougars,1,12/10/25,32,2,3,5,0,0,0,4,3,9,16,0,1,0,0,18,17,False
Elyn Bowers,#1,Eastern Washington Eagles,Washington State Cougars,1,12/10/25,34,1,6,7,4,3,0,0,2,9,17,2,5,0,2,20,50,False
Caitie Gingras,#13,Eastern Washington Eagles,Washington State Cougars,1,12/10/25,24,1,0,1,0,1,0,0,3,1,6,0,3,0,0,2,1,False
Ella Gallatin,#2,Eastern Washington Eagles,Washington State Cougars,1,12/10/25,36,2,2,4,3,0,0,4,1,8,16,3,6,3,7,22,24,False
Paris Kirk,#12,Eastern Washington Eagles,Washington State Cougars,1,12/10/25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False
Bella Hays,#52,Eastern Washington Eagles,Washington State Cougars,1,12/10/25,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,4,False
Brielle Magnuson,#24,Eastern Washington Eagles,Washington State Cougars,1,12/10/25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False
Madeline Gibbs,#3,Eastern Washington Eagles,Washington State Cougars,1,12/10/25,13,1,1,2,0,0,1,1,1,2,3,1,2,0,0,5,10,False
Emily McElmurry,#23,Eastern Washington Eagles,Washington State Cougars,1,12/10/25,11,0,1,1,0,0,0,1,1,0,4,0,2,0,0,0,-6,False
Malia Ruud,#55,Washington State Cougars,Eastern Washington Eagles,0,12/10/25,25,2,3,5,1,2,2,0,2,5,11,3,6,0,0,13,34,True
Tanja Valancic,#9,Washington State Cougars,Eastern Washington Eagles,0,12/10/25,26,2,5,7,0,2,0,2,2,3,5,0,2,0,0,6,16,True
Charlotte Abraham,#10,Washington State Cougars,Eastern Washington Eagles,0,12/10/25,33,1,5,6,4,2,0,3,4,8,16,2,8,4,5,22,37,True
Mackenzie Chatfield,#8,Washington State Cougars,Eastern Washington Eagles,0,12/10/25,18,0,3,3,4,0,0,2,2,0,0,0,0,0,0,0,11,True
Eleonora Villa,#2,Washington State Cougars,Eastern Washington Eagles,0,12/10/25,39,0,2,2,2,0,1,3,1,5,14,2,8,4,4,16,13,True
Lauren Glazier,#25,Washington State Cougars,Eastern Washington Eagles,0,12/10/25,13,0,3,3,0,0,0,1,1,2,5,0,0,1,1,5,5,True
Malvina Haziri,#1,Washington State Cougars,Eastern Washington Eagles,0,12/10/25,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-2,True
Keandra Koorits,#15,Washington State Cougars,Eastern Washington Eagles,0,12/10/25,19,0,1,1,1,1,0,0,2,2,8,1,6,2,2,7,7,True
Marta Alsina,#12,Washington State Cougars,Eastern Washington Eagles,0,12/10/25,22,2,4,6,2,0,0,0,2,0,4,0,2,0,0,0,6,True
Jean Chiu,#5,Washington State Cougars,Eastern Washington Eagles,0,12/10/25,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,True
Hedda Koehne,#25,Fresno State Bulldogs,Saint Mary's Gaels,0,12/10/25,25,1,1,2,0,0,0,0,0,2,7,0,0,0,0,4,3,False
Avery Watkins,#12,Fresno State Bulldogs,Saint Mary's Gaels,0,12/10/25,13,1,1,2,0,1,0,0,2,2,4,0,0,0,2,4,8,False
Jaisa Gamble,#4,Fresno State Bulldogs,Saint Mary's Gaels,0,12/10/25,38,2,2,4,4,3,0,4,3,4,9,1,1,0,0,9,29,False
Emilia Long,#11,Fresno State Bulldogs,Saint Mary's Gaels,0,12/10/25,36,2,2,4,4,7,0,2,2,8,16,1,2,2,2,19,59,False
Danae Powell,#3,Fresno State Bulldogs,Saint Mary's Gaels,0,12/10/25,35,2,3,5,7,2,0,3,3,2,7,1,2,0,0,5,30,False
Morelia Chavez,#8,Fresno State Bulldogs,Saint Mary's Gaels,0,12/10/25,5,0,2,2,0,0,0,0,1,0,2,0,0,0,0,0,0,False
Djessira Diawara,#32,Fresno State Bulldogs,Saint Mary's Gaels,0,12/10/25,15,1,1,2,0,0,0,2,3,3,5,0,0,0,0,6,5,False
Ava Marr,#21,Fresno State Bulldogs,Saint Mary's Gaels,0,12/10/25,29,0,0,0,0,2,0,0,2,2,11,2,8,4,5,10,6,False
Aloni Oliver,#1,Fresno State Bulldogs,Saint Mary's Gaels,0,12/10/25,4,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,-2,False
Edie Clarke,#7,Saint Mary's Gaels,Fresno State Bulldogs,1,12/10/25,20,1,1,2,5,2,1,1,1,1,1,0,0,0,0,2,30,True
Melesungu Afeaki,#22,Saint Mary's Gaels,Fresno State Bulldogs,1,12/10/25,8,1,2,3,0,0,0,0,0,0,1,0,0,2,2,2,5,True
Addi Wedin,#23,Saint Mary's Gaels,Fresno State Bulldogs,1,12/10/25,26,2,0,2,0,0,0,4,0,6,7,3,3,2,3,17,19,True
Jada Hunter,#0,Saint Mary's Gaels,Fresno State Bulldogs,1,12/10/25,20,0,5,5,5,2,1,2,1,0,3,0,1,2,2,2,26,True
Emily Foy,#8,Saint Mary's Gaels,Fresno State Bulldogs,1,12/10/25,28,1,2,3,0,0,1,3,0,4,9,0,1,2,2,10,9,True
Abigail Shoff,#5,Saint Mary's Gaels,Fresno State Bulldogs,1,12/10/25,21,0,1,1,1,0,0,2,3,2,5,0,2,2,2,6,4,True
Georgia Grigoropoulou,#10,Saint Mary's Gaels,Fresno State Bulldogs,1,12/10/25,9,0,3,3,0,0,1,1,0,1,2,0,0,1,2,3,7,True
Coco Urlacher,#11,Saint Mary's Gaels,Fresno State Bulldogs,1,12/10/25,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,True
Mauriana Hashemian-Orr,#3,Saint Mary's Gaels,Fresno State Bulldogs,1,12/10/25,21,0,3,3,1,0,1,2,1,3,4,0,0,1,1,7,15,True
Amy Kurkowski,#2,Saint Mary's Gaels,Fresno State Bulldogs,1,12/10/25,6,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,-1,True
Ella Wedin,#33,Saint Mary's Gaels,Fresno State Bulldogs,1,12/10/25,6,0,2,2,0,0,0,0,1,2,2,2,2,0,0,6,13,True
Charlece Ohiaeri,#4,Saint Mary's Gaels,Fresno State Bulldogs,1,12/10/25,9,1,0,1,0,0,0,0,0,2,3,0,1,0,0,4,6,True
Malia Latu,#13,Saint Mary's Gaels,Fresno State Bulldogs,1,12/10/25,23,3,5,8,4,2,0,5,2,0,5,0,0,1,2,1,14,True
Lainey Spear,#20,Portland Pilots,Long Beach State Beach,1,12/11/25,17,1,4,5,3,2,1,3,1,5,7,0,0,4,5,14,36,True
Julia Dalan,#44,Portland Pilots,Long Beach State Beach,1,12/11/25,21,7,5,12,0,0,4,0,4,5,12,0,0,3,3,13,36,True
Rhyan Mogel,#22,Portland Pilots,Long Beach State Beach,1,12/11/25,22,0,4,4,6,2,1,2,3,2,6,2,4,0,0,6,34,True
Dyani Ananiev,#2,Portland Pilots,Long Beach State Beach,1,12/11/25,22,1,3,4,3,1,0,1,1,2,8,1,5,0,0,5,14,True
Florence Dallow,#3,Portland Pilots,Long Beach State Beach,1,12/11/25,15,3,3,6,2,1,0,1,2,2,4,0,1,4,4,8,22,True
Ella Zimmerman,#42,Portland Pilots,Long Beach State Beach,1,12/11/25,13,0,2,2,0,0,0,0,0,2,9,0,0,3,3,7,5,True
Jada Kennedy,#9,Portland Pilots,Long Beach State Beach,1,12/11/25,10,3,0,3,2,1,0,0,1,7,7,0,0,0,1,14,34,True
Brynn Smith,#12,Portland Pilots,Long Beach State Beach,1,12/11/25,15,0,2,2,2,1,0,0,1,1,5,1,2,0,0,3,13,True
Caitlin Monahan,#14,Portland Pilots,Long Beach State Beach,1,12/11/25,8,1,1,2,0,0,0,0,0,2,2,1,1,0,0,5,11,True
Tiffany Barbosa,#7,Portland Pilots,Long Beach State Beach,1,12/11/25,20,1,3,4,5,1,0,0,2,1,3,0,2,0,0,2,23,True
Natalie Fraley,#10,Portland Pilots,Long Beach State Beach,1,12/11/25,19,1,0,1,1,2,0,0,1,3,7,0,1,2,2,8,19,True
Nicole Anderson,#17,Portland Pilots,Long Beach State Beach,1,12/11/25,18,0,1,1,1,0,0,1,0,3,11,3,8,0,0,9,5,True
Judit Oliva Fernandez,#42,Long Beach State Beach,Portland Pilots,0,12/11/25,26,2,5,7,3,0,4,3,4,1,4,0,1,0,0,2,21,False
Kennan Ka,#5,Long Beach State Beach,Portland Pilots,0,12/11/25,34,1,4,5,6,0,1,4,1,2,5,0,1,0,0,4,20,False
Brynna Pukis,#32,Long Beach State Beach,Portland Pilots,0,12/11/25,26,0,3,3,0,1,0,2,2,3,4,3,3,2,2,11,19,False
JaQuoia Jones-Brown,#30,Long Beach State Beach,Portland Pilots,0,12/11/25,39,3,6,9,2,0,0,3,2,8,21,1,4,8,10,25,25,False
Khylee Pepe,#13,Long Beach State Beach,Portland Pilots,0,12/11/25,35,2,5,7,0,1,0,4,2,2,12,0,0,3,6,7,-1,False
Rosie Akot,#2,Long Beach State Beach,Portland Pilots,0,12/11/25,3,1,1,2,0,0,0,0,0,0,3,0,0,0,0,0,-1,False
Haley Wright,#33,Long Beach State Beach,Portland Pilots,0,12/11/25,8,0,0,0,0,1,0,2,3,0,1,0,0,0,0,0,-1,False
Morgan Mack,#25,Long Beach State Beach,Portland Pilots,0,12/11/25,8,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,7,False
Christy Reynoso,#10,Long Beach State Beach,Portland Pilots,0,12/11/25,15,0,2,2,0,0,0,1,0,3,5,1,2,0,1,7,7,False
Tairat Samuel-Afolabi,#3,Long Beach State Beach,Portland Pilots,0,12/11/25,5,0,0,0,1,0,0,1,0,1,1,0,0,0,0,2,4,False
Lauren Cummings,#0,Long Beach State Beach,Portland Pilots,0,12/11/25,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,False
Sarengbe Sanogo,#11,Texas Tech Lady Raiders,Washington State Cougars,1,12/12/25,16,2,2,4,0,1,1,0,1,2,3,0,0,0,0,4,17,False
Jalynn Bristow,#1,Texas Tech Lady Raiders,Washington State Cougars,1,12/12/25,23,2,5,7,1,2,1,4,5,5,10,0,1,2,2,12,25,False
Gemma Nuñez,#2,Texas Tech Lady Raiders,Washington State Cougars,1,12/12/25,26,2,3,5,5,4,0,1,0,4,9,1,3,0,0,9,42,False
Bailey Maupin,#20,Texas Tech Lady Raiders,Washington State Cougars,1,12/12/25,32,0,4,4,7,4,0,2,1,7,15,4,8,1,2,19,55,False
Denae Fritz,#5,Texas Tech Lady Raiders,Washington State Cougars,1,12/12/25,22,1,1,2,3,3,0,1,2,1,4,0,1,0,0,2,21,False
Julie Nekolná,#3,Texas Tech Lady Raiders,Washington State Cougars,1,12/12/25,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,False
Mariam Sanogo,#17,Texas Tech Lady Raiders,Washington State Cougars,1,12/12/25,9,1,3,4,0,0,0,1,1,0,1,0,0,0,0,0,2,False
Jada Malone,#23,Texas Tech Lady Raiders,Washington State Cougars,1,12/12/25,14,0,2,2,1,2,0,1,1,2,5,0,0,0,0,4,15,False
Sidney Love,#10,Texas Tech Lady Raiders,Washington State Cougars,1,12/12/25,18,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,False
Adlee Blacklock,#8,Texas Tech Lady Raiders,Washington State Cougars,1,12/12/25,20,0,2,2,1,0,0,0,0,4,6,3,4,2,4,13,21,False
Snudda Collins,#0,Texas Tech Lady Raiders,Washington State Cougars,1,12/12/25,17,0,0,0,0,1,0,1,2,7,7,1,1,4,4,19,30,False
Malia Ruud,#55,Washington State Cougars,Texas Tech Lady Raiders,0,12/12/25,25,0,3,3,1,1,0,5,3,6,10,4,6,0,0,16,20,True
Tanja Valancic,#9,Washington State Cougars,Texas Tech Lady Raiders,0,12/12/25,12,0,0,0,0,1,0,1,1,1,1,0,0,0,0,2,5,True
Charlotte Abraham,#10,Washington State Cougars,Texas Tech Lady Raiders,0,12/12/25,17,2,3,5,0,0,0,2,2,0,4,0,3,0,0,0,-6,True
Mackenzie Chatfield,#8,Washington State Cougars,Texas Tech Lady Raiders,0,12/12/25,20,0,2,2,0,0,0,3,3,0,0,0,0,0,0,0,-4,True
Eleonora Villa,#2,Washington State Cougars,Texas Tech Lady Raiders,0,12/12/25,29,0,0,0,4,1,0,6,0,4,8,1,4,4,4,13,15,True
Lauren Glazier,#25,Washington State Cougars,Texas Tech Lady Raiders,0,12/12/25,6,1,0,1,0,0,0,1,0,1,3,0,1,0,0,2,-1,True
Malvina Haziri,#1,Washington State Cougars,Texas Tech Lady Raiders,0,12/12/25,20,0,1,1,1,0,0,2,1,0,7,0,5,0,0,0,-12,True
Keandra Koorits,#15,Washington State Cougars,Texas Tech Lady Raiders,0,12/12/25,26,2,6,8,1,1,0,1,3,4,10,0,5,0,0,8,14,True
Marta Alsina,#12,Washington State Cougars,Texas Tech Lady Raiders,0,12/12/25,24,0,3,3,2,0,1,1,2,3,5,0,2,0,0,6,15,True
Jean Chiu,#5,Washington State Cougars,Texas Tech Lady Raiders,0,12/12/25,21,0,1,1,0,1,0,2,0,2,3,0,1,0,0,4,5,True
Maya Hernandez,#55,Loyola Marymount Lions,Wichita State Shockers,0,12/13/25,27,1,4,5,1,2,2,1,4,4,16,0,0,2,3,10,21,True
Ivana Krajina,#13,Loyola Marymount Lions,Wichita State Shockers,0,12/13/25,26,1,2,3,2,0,0,3,2,0,2,0,0,0,0,0,1,True
Jess Lawson,#0,Loyola Marymount Lions,Wichita State Shockers,0,12/13/25,31,6,6,12,2,2,0,1,3,11,24,1,2,4,5,27,48,True
Andjela Matic,#28,Loyola Marymount Lions,Wichita State Shockers,0,12/13/25,15,0,1,1,0,1,0,0,1,0,3,0,3,0,0,0,-1,True
Carly Heidger,#5,Loyola Marymount Lions,Wichita State Shockers,0,12/13/25,34,1,2,3,0,1,0,0,0,4,11,0,4,1,2,9,8,True
Kayla Jones,#24,Loyola Marymount Lions,Wichita State Shockers,0,12/13/25,10,1,0,1,1,1,0,0,0,0,3,0,0,0,2,0,3,True
Paula Reus Piza,#30,Loyola Marymount Lions,Wichita State Shockers,0,12/13/25,9,1,2,3,0,1,0,2,1,0,2,0,0,0,0,0,1,True
Zawadi Ogot,#54,Loyola Marymount Lions,Wichita State Shockers,0,12/13/25,22,3,0,3,2,3,0,4,2,5,7,0,0,1,5,11,23,True
Allison Clarke,#4,Loyola Marymount Lions,Wichita State Shockers,0,12/13/25,26,0,0,0,0,0,0,0,0,2,5,2,5,1,2,7,4,True
Jaida McDonald,#11,Wichita State Shockers,Loyola Marymount Lions,1,12/13/25,27,1,7,8,1,1,1,2,4,4,6,0,0,4,8,12,25,False
Maimouna Sissoko,#24,Wichita State Shockers,Loyola Marymount Lions,1,12/13/25,11,3,1,4,0,0,1,2,5,3,6,0,0,0,0,6,10,False
Jaila Harding,#4,Wichita State Shockers,Loyola Marymount Lions,1,12/13/25,37,0,1,1,2,0,1,1,0,4,11,4,10,1,2,13,16,False
Taya Davis,#14,Wichita State Shockers,Loyola Marymount Lions,1,12/13/25,29,0,6,6,4,0,0,0,1,0,2,0,1,2,2,2,18,False
Diamond Richardson,#5,Wichita State Shockers,Loyola Marymount Lions,1,12/13/25,8,0,1,1,0,1,0,3,2,0,2,0,1,0,0,0,-3,False
Bre'Yon White,#12,Wichita State Shockers,Loyola Marymount Lions,1,12/13/25,7,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,7,False
Sophie Benharouga,#77,Wichita State Shockers,Loyola Marymount Lions,1,12/13/25,7,2,2,4,1,0,1,1,1,2,3,1,1,0,0,5,16,False
Treasure Thompson,#21,Wichita State Shockers,Loyola Marymount Lions,1,12/13/25,25,1,5,6,2,1,2,8,3,2,3,0,0,0,0,4,12,False
Cheyenne Banks,#42,Wichita State Shockers,Loyola Marymount Lions,1,12/13/25,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,False
Kyleigh Ortiz,#1,Wichita State Shockers,Loyola Marymount Lions,1,12/13/25,14,0,2,2,0,0,0,1,0,2,3,2,3,0,0,6,9,False
Abby Cater,#2,Wichita State Shockers,Loyola Marymount Lions,1,12/13/25,33,1,3,4,2,1,0,1,3,7,13,1,4,8,8,23,35,False
Tena Ikidi,#24,Cal State Bakersfield Roadrunners,Seattle U Redhawks,1,12/13/25,30,7,7,14,2,2,1,6,2,4,9,0,0,1,4,9,25,False
Morgan Hawkins,#14,Cal State Bakersfield Roadrunners,Seattle U Redhawks,1,12/13/25,30,1,1,2,1,0,0,2,4,5,9,1,2,2,2,13,16,False
Aliyah Carter,#2,Cal State Bakersfield Roadrunners,Seattle U Redhawks,1,12/13/25,35,2,4,6,5,1,0,1,2,3,7,0,0,4,4,10,33,False
Maria Dias,#11,Cal State Bakersfield Roadrunners,Seattle U Redhawks,1,12/13/25,18,0,2,2,1,2,0,2,2,4,9,1,4,1,2,10,16,False
Marley Langi,#8,Cal State Bakersfield Roadrunners,Seattle U Redhawks,1,12/13/25,17,1,1,2,0,0,0,3,4,1,7,1,5,0,0,3,-8,False
Adrienne Puletasi,#55,Cal State Bakersfield Roadrunners,Seattle U Redhawks,1,12/13/25,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,False
DaeJaidence Kincade,#22,Cal State Bakersfield Roadrunners,Seattle U Redhawks,1,12/13/25,15,1,2,3,0,1,0,0,1,0,0,0,0,2,2,2,10,False
Zalissa Finley,#1,Cal State Bakersfield Roadrunners,Seattle U Redhawks,1,12/13/25,11,1,1,2,0,0,0,0,1,1,4,0,3,0,0,2,0,False
Jaime Gallatly,#7,Cal State Bakersfield Roadrunners,Seattle U Redhawks,1,12/13/25,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,False
Tianna Sutherland,#21,Cal State Bakersfield Roadrunners,Seattle U Redhawks,1,12/13/25,6,0,1,1,0,0,0,0,0,0,1,0,0,1,2,1,1,False
Ophelia Powell,#4,Cal State Bakersfield Roadrunners,Seattle U Redhawks,1,12/13/25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False
Chrishawn Coleman,#12,Cal State Bakersfield Roadrunners,Seattle U Redhawks,1,12/13/25,29,1,5,6,0,2,1,3,4,8,13,3,4,2,3,21,37,False
Alli Dioli,#30,Cal State Bakersfield Roadrunners,Seattle U Redhawks,1,12/13/25,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,-3,False
Andjela Bigovic,#6,Seattle U Redhawks,Cal State Bakersfield Roadrunners,0,12/13/25,12,2,1,3,0,0,0,0,1,0,5,0,3,0,0,0,-5,True
Tamia Stricklin,#14,Seattle U Redhawks,Cal State Bakersfield Roadrunners,0,12/13/25,33,2,3,5,0,0,0,3,1,6,13,0,3,4,4,16,11,True
Dylan Mogel,#5,Seattle U Redhawks,Cal State Bakersfield Roadrunners,0,12/13/25,25,0,2,2,2,1,1,5,2,0,3,0,1,0,0,0,1,True
Sydnie Rodriguez,#24,Seattle U Redhawks,Cal State Bakersfield Roadrunners,0,12/13/25,18,2,4,6,0,1,0,2,3,1,6,1,3,1,2,4,4,True
Ella Brubaker,#3,Seattle U Redhawks,Cal State Bakersfield Roadrunners,0,12/13/25,28,2,2,4,1,1,0,4,3,6,13,0,3,2,2,14,13,True
Fia Proctor,#4,Seattle U Redhawks,Cal State Bakersfield Roadrunners,0,12/13/25,9,0,1,1,0,0,0,1,3,1,1,0,0,0,0,2,2,True
Lucija Milkovic,#7,Seattle U Redhawks,Cal State Bakersfield Roadrunners,0,12/13/25,18,1,1,2,2,0,0,2,1,4,6,1,1,0,0,9,16,True
Jana Vesic,#9,Seattle U Redhawks,Cal State Bakersfield Roadrunners,0,12/13/25,23,1,1,2,2,0,0,4,2,1,5,0,2,0,0,2,-3,True
Chloe Emanga,#8,Seattle U Redhawks,Cal State Bakersfield Roadrunners,0,12/13/25,18,1,3,4,0,1,1,2,2,2,2,0,0,0,0,4,13,True
Aaliyah Ibarra,#21,Seattle U Redhawks,Cal State Bakersfield Roadrunners,0,12/13/25,5,0,1,1,0,0,0,0,2,0,2,0,1,0,0,0,-2,True
Lucy Larson,#22,Seattle U Redhawks,Cal State Bakersfield Roadrunners,0,12/13/25,11,0,2,2,0,0,0,0,1,0,1,0,1,0,0,0,0,True
Amaya Fuentes,#42,Cal State LA Golden Eagles,Pepperdine Waves,0,12/13/25,22,0,2,2,0,1,1,2,0,2,6,1,4,0,0,5,6,False
Ariyah Smith,#2,Cal State LA Golden Eagles,Pepperdine Waves,0,12/13/25,34,1,1,2,3,0,0,1,0,5,17,2,7,0,0,12,11,False
Sofia Fidelus,#25,Cal State LA Golden Eagles,Pepperdine Waves,0,12/13/25,32,3,5,8,7,0,0,1,1,3,9,2,7,1,4,9,27,False
Ronyae Jackson,#12,Cal State LA Golden Eagles,Pepperdine Waves,0,12/13/25,16,0,2,2,0,0,2,2,2,0,2,0,2,1,2,1,0,False
Nevaeh Asiasi,#24,Cal State LA Golden Eagles,Pepperdine Waves,0,12/13/25,31,1,8,9,2,2,0,1,4,9,17,3,5,4,4,25,48,False
Paige Worthem,#10,Cal State LA Golden Eagles,Pepperdine Waves,0,12/13/25,6,0,1,1,1,0,0,0,0,1,3,0,1,0,1,2,3,False
Jocelynn Townsend,#5,Cal State LA Golden Eagles,Pepperdine Waves,0,12/13/25,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1,False
Brianna Thomas,#4,Cal State LA Golden Eagles,Pepperdine Waves,0,12/13/25,7,0,2,2,0,1,0,1,0,0,1,0,0,0,2,0,1,False
Mary Cotton,#32,Cal State LA Golden Eagles,Pepperdine Waves,0,12/13/25,7,0,0,0,0,1,0,0,0,0,3,0,2,0,0,0,-1,False
Mariah Blake,#13,Cal State LA Golden Eagles,Pepperdine Waves,0,12/13/25,17,2,4,6,0,0,0,0,4,5,9,1,1,1,2,12,19,False
Kyara Walter,#21,Cal State LA Golden Eagles,Pepperdine Waves,0,12/13/25,22,1,1,2,1,1,0,1,0,2,4,2,4,0,0,6,13,False
Jaden Newman,#20,Cal State LA Golden Eagles,Pepperdine Waves,0,12/13/25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Shorna Preston,#12,Pepperdine Waves,Cal State LA Golden Eagles,1,12/13/25,30,0,10,10,1,2,4,3,2,6,9,2,3,6,6,20,52,True
Ellison Guiney,#2,Pepperdine Waves,Cal State LA Golden Eagles,1,12/13/25,29,1,3,4,7,0,0,1,2,6,10,2,3,1,2,15,41,True
Taija Sta. Maria,#1,Pepperdine Waves,Cal State LA Golden Eagles,1,12/13/25,25,0,2,2,2,0,0,1,3,2,5,0,2,0,0,4,8,True
Lina Falk,#22,Pepperdine Waves,Cal State LA Golden Eagles,1,12/13/25,18,3,3,6,0,0,0,1,2,1,7,1,2,1,2,4,3,True
Meghan Fiso,#13,Pepperdine Waves,Cal State LA Golden Eagles,1,12/13/25,31,2,4,6,4,2,0,0,2,5,11,1,3,1,2,12,36,True
Zoe Shanahan,#44,Pepperdine Waves,Cal State LA Golden Eagles,1,12/13/25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,True
Irune Orio,#31,Pepperdine Waves,Cal State LA Golden Eagles,1,12/13/25,14,2,0,2,1,0,0,0,0,2,8,0,2,0,0,4,4,True
Seleh Harmon,#30,Pepperdine Waves,Cal State LA Golden Eagles,1,12/13/25,31,0,2,2,2,1,1,1,2,5,13,2,8,1,1,13,20,True
Bella Green,#3,Pepperdine Waves,Cal State LA Golden Eagles,1,12/13/25,11,3,6,9,0,0,0,1,0,4,7,0,0,0,0,8,17,True
Ivory Finley,#0,Pepperdine Waves,Cal State LA Golden Eagles,1,12/13/25,10,0,2,2,0,1,0,1,2,0,2,0,2,0,0,0,1,True
Lexi Deden,#6,Colorado State Rams,San Francisco Dons,1,12/13/25,18,0,4,4,0,1,0,2,4,0,2,0,0,0,0,0,3,False
Brooke Carlson,#2,Colorado State Rams,San Francisco Dons,1,12/13/25,33,1,1,2,1,1,0,2,1,4,13,0,5,1,2,9,4,False
Kloe Froebe,#1,Colorado State Rams,San Francisco Dons,1,12/13/25,26,4,2,6,3,1,0,2,2,4,7,1,1,3,5,12,28,False
Hannah Ronsiek,#30,Colorado State Rams,San Francisco Dons,1,12/13/25,34,0,7,7,0,2,1,1,4,4,6,4,6,1,2,13,33,False
Lexus Bargesser,#3,Colorado State Rams,San Francisco Dons,1,12/13/25,33,2,6,8,4,3,0,2,3,7,14,1,4,7,10,22,46,False
Madelyn Bragg,#0,Colorado State Rams,San Francisco Dons,1,12/13/25,11,1,0,1,0,0,0,0,3,1,3,0,0,2,2,4,5,False
McKenna Murphy,#31,Colorado State Rams,San Francisco Dons,1,12/13/25,17,1,0,1,0,0,0,1,3,0,4,0,3,0,0,0,-7,False
Marta Leimane,#14,Colorado State Rams,San Francisco Dons,1,12/13/25,28,0,3,3,1,1,0,1,1,4,10,1,2,0,0,9,16,False
Natasa Tausova,#12,San Francisco Dons,Colorado State Rams,0,12/13/25,28,1,4,5,2,1,0,1,3,4,9,2,5,4,6,14,23,True
Noelia Mourio,#3,San Francisco Dons,Colorado State Rams,0,12/13/25,13,2,3,5,3,0,0,5,3,1,5,0,0,0,0,2,3,True
Aina Cargol,#9,San Francisco Dons,Colorado State Rams,0,12/13/25,29,0,2,2,2,0,0,1,2,3,6,2,5,0,0,8,13,True
Candy Edokpaigbe,#23,San Francisco Dons,Colorado State Rams,0,12/13/25,25,2,3,5,0,1,0,3,1,2,10,0,2,5,6,9,3,True
